uid,sid
99,477
99,478
99,479
99,480
99,481
99,46
99,482
99,483
99,484
99,485
99,486
99,487
99,263
99,488
99,489
99,490
99,491
99,492
99,493
99,494
99,495
99,496
99,497
99,498
99,93
99,499
99,500
99,501
99,502
99,503
99,504
99,505
99,506
99,507
99,508
99,116
99,509
99,510
99,511
99,512
99,513
99,514
99,515
99,516
99,517
99,518
99,519
99,520
99,521
99,522
99,523
99,211
99,524
99,525
99,526
99,434
99,527
99,528
99,529
1230,530
1230,531
1230,226
1230,532
1230,533
1230,534
1230,535
1230,536
1230,537
1230,538
1230,384
1230,539
1230,540
1230,541
1230,542
1230,543
1230,400
1230,544
1230,545
1230,87
1230,546
1230,547
1230,548
1230,549
1230,550
1230,551
1230,552
1230,553
1230,554
1230,555
1230,556
1230,557
1230,558
1230,559
1230,560
1230,561
1230,562
1230,563
1230,564
1230,565
1230,566
2315,567
2315,568
2315,569
2315,570
2315,571
2315,229
2315,170
2315,572
2315,573
2315,173
2315,574
2315,575
2315,576
2315,577
2315,578
2315,267
2315,579
2315,580
2315,581
2315,72
2315,74
2315,76
2315,582
2315,583
2315,584
2315,585
2315,586
2315,587
2315,588
2315,589
2315,590
2315,591
2315,592
2315,593
2315,594
2315,595
2315,596
2315,597
2315,598
2315,599
2315,600
2315,566
2315,601
2315,434
2315,602
2315,603
2315,604
2335,605
2335,606
2335,607
2335,608
2335,609
2335,610
2335,611
2335,612
2335,613
2335,614
2335,615
2335,616
2335,617
2335,618
2335,619
2335,72
2335,74
2335,76
2335,77
2335,620
2335,621
2335,622
2335,623
2335,624
2335,625
2335,626
2335,627
2335,628
2335,629
2335,630
2335,631
2335,632
2335,633
2335,291
2335,634
2335,635
2335,636
2335,128
2335,637
2335,638
2335,639
2335,640
2335,641
2335,642
2335,643
2335,644
2335,645
2335,646
2335,647
2335,648
2335,649
2335,650
2335,651
2335,652
2335,653
2335,654
2335,655
2335,656
2335,657
2335,658
2335,659
2335,660
2335,661
2335,662
2335,663
2335,664
2335,665
2335,666
2335,667
2335,668
2335,669
2335,670
2335,671
2335,672
2335,673
2335,674
2335,675
2335,676
2335,677
2335,678
2335,679
2335,680
2335,681
2335,682
2335,683
2335,684
2335,685
2335,686
915,567
915,687
915,688
915,178
915,689
915,690
915,691
915,692
915,693
915,107
915,116
915,694
915,695
915,696
915,697
915,128
915,131
915,698
915,699
915,700
915,432
1895,701
1895,702
1895,703
1895,704
1895,705
1895,706
1895,707
1895,708
1895,709
1895,710
1895,711
1895,712
1895,713
1895,714
1895,715
1895,716
1895,717
1895,718
1895,719
1895,720
1895,721
1895,722
1895,723
1895,724
1895,725
1895,726
1895,727
1895,728
1895,473
1895,729
1895,730
1895,731
1895,732
1895,733
1895,179
1895,734
1895,735
1895,736
1895,737
1895,738
1895,739
1895,740
1895,741
1895,397
1895,742
1895,743
1895,744
1895,745
1895,622
1895,746
1895,747
1895,748
1895,749
1895,750
1895,751
1895,752
1895,753
1895,754
1895,755
1895,756
1895,757
1895,758
1895,759
1895,760
1895,761
1895,762
1895,763
1895,764
1895,765
1895,282
1895,766
1895,767
1895,768
1895,769
1895,770
1895,101
1895,771
1895,772
1895,773
1895,774
1895,775
1895,776
1895,777
1895,778
1895,627
1895,628
1895,779
1895,780
1895,781
1895,782
1895,783
1895,784
1895,785
1895,786
1895,118
1895,787
1895,788
1895,789
1895,790
1895,791
1895,792
1895,793
1895,794
1895,795
1895,796
1895,797
1895,798
1895,799
1895,800
1895,801
1895,802
1895,803
1895,804
1895,805
1895,806
1895,807
1895,808
1895,809
1895,810
1895,811
1895,812
1895,637
1895,813
1895,814
1895,815
1895,816
1895,817
1895,818
1895,819
1895,820
1895,821
1895,822
1895,823
1895,824
1895,825
1895,826
1895,827
1895,828
1895,829
1895,830
1895,311
1895,831
1895,832
1895,833
1895,834
1895,835
1895,836
1895,837
1895,562
1895,838
1895,563
1895,839
1895,840
1895,841
1895,842
1895,565
1895,843
1895,844
1895,845
1895,846
1895,847
1895,848
1895,849
1895,850
1895,676
1895,678
1895,679
1895,680
1895,681
1895,682
1895,851
1895,852
1895,853
228,854
228,855
228,856
228,857
228,858
228,859
228,860
228,166
228,861
228,862
228,863
228,864
228,865
228,866
228,867
228,395
228,868
228,869
228,870
228,747
228,871
228,751
228,872
228,873
228,874
228,875
228,876
228,877
228,878
228,879
228,880
228,881
228,882
228,883
228,884
228,136
228,555
228,885
228,886
228,887
228,888
228,889
228,890
228,208
228,891
228,892
228,893
228,894
228,895
228,896
228,897
228,366
1344,898
1344,567
1344,899
1344,900
1344,901
1344,902
1344,903
1344,904
1344,905
1344,906
1344,907
1344,908
1344,909
1344,21
1344,910
1344,911
1344,24
1344,912
1344,913
1344,914
1344,915
1344,28
1344,916
1344,166
1344,34
1344,917
1344,918
1344,382
1344,919
1344,920
1344,921
1344,922
1344,923
1344,924
1344,925
1344,926
1344,927
1344,928
1344,929
1344,930
1344,931
1344,493
1344,932
1344,933
1344,934
1344,935
1344,936
1344,80
1344,937
1344,495
1344,938
1344,939
1344,273
1344,940
1344,361
1344,941
1344,746
1344,942
1344,943
1344,944
1344,945
1344,946
1344,873
1344,279
1344,947
1344,281
1344,948
1344,949
1344,950
1344,951
1344,406
1344,952
1344,953
1344,954
1344,955
1344,956
1344,957
1344,958
1344,959
1344,960
1344,961
1344,962
1344,963
1344,964
1344,965
1344,966
1344,967
1344,557
1344,968
1344,820
1344,969
1344,970
1344,971
1344,972
1344,973
1344,974
1344,142
1344,975
1344,976
1344,147
1344,977
1344,978
1344,979
1344,980
1344,981
1344,982
1344,983
1344,984
1344,985
1344,986
1344,431
1344,987
1344,988
1344,989
1344,990
1344,991
1344,992
1344,993
1344,994
1344,995
1344,996
1344,997
1344,998
1344,999
1344,1000
1344,434
1344,1001
1344,1002
1344,1003
1344,366
1344,1004
1344,1005
1344,1006
1344,1007
1344,1008
1344,1009
1344,1010
966,687
966,1011
966,1012
966,1013
966,1014
966,73
966,75
966,1015
966,1016
966,942
966,403
966,1017
966,1018
966,1019
966,1020
966,288
966,631
966,632
966,633
966,1021
966,117
966,1022
966,1023
966,517
966,556
966,1024
966,1025
966,1026
966,1027
966,1028
966,1029
966,1030
966,1031
2002,567
2002,568
2002,1032
2002,1033
2002,1034
2002,1035
2002,1036
2002,1037
2002,1038
2002,1039
2002,1040
2002,32
2002,381
2002,1041
2002,1042
2002,864
2002,1043
2002,447
2002,1044
2002,1045
2002,1046
2002,337
2002,1047
2002,1048
2002,1049
2002,1050
2002,1051
2002,1052
2002,1053
2002,1054
2002,1055
2002,1056
2002,1057
2002,1058
2002,1059
2002,1060
2002,1061
2002,582
2002,1062
2002,1063
2002,1064
2002,1065
2002,1066
2002,1067
2002,769
2002,1068
2002,1069
2002,111
2002,1070
2002,1071
2002,1072
2002,1073
2002,1074
2002,1075
2002,298
2002,1076
2002,1077
2002,1078
2002,136
2002,1079
2002,1080
2002,1081
2002,1082
2002,1083
2002,1084
2002,1085
2002,1086
2002,1087
2002,982
2002,1088
2002,1089
2002,1090
2002,1091
2002,1092
2002,1093
2002,434
2002,1094
2002,1095
2002,1096
2002,1097
2002,1098
1047,1099
1047,1100
1047,687
1047,1101
1047,1102
1047,1103
1047,1104
1047,472
1047,1105
1047,1106
1047,1107
1047,1108
1047,1109
1047,1110
1047,1111
1047,395
1047,397
1047,1112
1047,1113
1047,1114
1047,582
1047,83
1047,1115
1047,1116
1047,1117
1047,1118
1047,1119
1047,1120
1047,1121
1047,1122
1047,761
1047,1123
1047,1124
1047,1125
1047,1126
1047,958
1047,1127
1047,197
1047,638
1047,1128
1047,1129
1047,1130
1047,1131
1047,1132
1047,1133
1047,1134
1047,1135
1047,1136
2059,1137
2059,1138
2059,1139
2059,1140
2059,1141
2059,1142
2059,1143
2059,1144
2059,471
2059,1145
2059,613
2059,535
2059,1146
2059,536
2059,381
2059,384
2059,1147
2059,1148
2059,1149
2059,1150
2059,939
2059,401
2059,1151
2059,1152
2059,1153
2059,1154
2059,1155
2059,1156
2059,1157
2059,1158
2059,1159
2059,1160
2059,1161
2059,1162
2059,300
2059,1163
2059,1164
2059,1165
2059,1166
2059,1167
2059,1168
2059,1169
2059,1170
2059,1171
2059,1172
2059,1173
2059,1174
2059,566
1690,1175
1690,1176
1690,254
1690,31
1690,166
1690,1177
1690,1178
1690,1179
1690,1180
1690,534
1690,1146
1690,1181
1690,1182
1690,57
1690,1183
1690,1184
1690,1185
1690,1186
1690,1187
1690,1188
1690,1189
1690,1190
1690,1191
1690,1192
1690,663
1690,664
1690,1193
1690,988
1690,1194
1690,1195
1147,1196
1147,1197
1147,1198
1147,1199
1147,1200
1147,1201
1147,1202
1147,1203
1147,1204
1147,1205
1147,1206
1147,1207
1147,1208
1147,249
1147,1209
1147,1210
1147,1211
1147,1212
1147,1213
1147,1214
1147,1215
1147,218
1147,899
1147,1216
1147,1217
1147,320
1147,1218
1147,1219
1147,1220
1147,1221
1147,1222
1147,901
1147,1223
1147,1224
1147,1176
1147,859
1147,1225
1147,16
1147,1226
1147,1227
1147,1228
1147,1229
1147,1230
1147,253
1147,1231
1147,1232
1147,1233
1147,1234
1147,1235
1147,1236
1147,1237
1147,1238
1147,1239
1147,1240
1147,1241
1147,1242
1147,1243
1147,1244
1147,1245
1147,1246
1147,1247
1147,1248
1147,1249
1147,1250
1147,1251
1147,1252
1147,1253
1147,1254
1147,1255
1147,1256
1147,1257
1147,1258
1147,1259
1147,1260
1147,916
1147,32
1147,166
1147,1261
1147,1262
1147,1263
1147,613
1147,1264
1147,1265
1147,1266
1147,1267
1147,383
1147,1268
1147,1269
1147,1270
1147,1271
1147,1272
1147,540
1147,541
1147,542
1147,1273
1147,1274
1147,1275
1147,1276
1147,1277
1147,1278
1147,1279
1147,41
1147,1280
1147,1281
1147,1282
1147,1283
1147,1284
1147,1285
1147,1286
1147,1287
1147,1288
1147,1289
1147,1290
1147,1291
1147,1292
1147,1293
1147,1294
1147,1295
1147,1296
1147,1297
1147,1298
1147,1299
1147,1300
1147,1301
1147,1302
1147,1303
1147,1304
1147,1305
1147,864
1147,1306
1147,1307
1147,1308
1147,1309
1147,1310
1147,1311
1147,1312
1147,1313
1147,1314
1147,1315
1147,1316
1147,1317
1147,1318
1147,1319
1147,1320
1147,1321
1147,733
1147,1322
1147,1323
1147,1324
1147,1325
1147,1326
1147,1327
1147,1328
1147,1329
1147,1330
1147,1331
1147,1332
1147,1333
1147,1334
1147,1335
1147,1336
1147,1337
1147,1338
1147,1339
1147,1340
1147,1341
1147,1342
1147,1343
1147,1344
1147,1345
1147,176
1147,1346
1147,1347
1147,1348
1147,1349
1147,1350
1147,178
1147,1351
1147,1352
1147,1353
1147,1354
1147,1355
1147,1356
1147,1357
1147,1358
1147,1359
1147,1360
1147,1361
1147,1362
1147,1363
1147,1364
1147,1365
1147,1366
1147,1367
1147,739
1147,1368
1147,395
1147,1369
1147,1370
1147,1371
1147,1372
1147,78
1147,1373
1147,1374
1147,1375
1147,1376
1147,1377
1147,1378
1147,1379
1147,1062
1147,746
1147,1380
1147,1381
1147,1382
1147,1383
1147,1384
1147,186
1147,1064
1147,1385
1147,1386
1147,1387
1147,1388
1147,1389
1147,1390
1147,279
1147,1391
1147,1392
1147,342
1147,1393
1147,1394
1147,1395
1147,1396
1147,1397
1147,1398
1147,948
1147,1399
1147,1400
1147,1401
1147,1402
1147,1403
1147,1404
1147,1405
1147,1406
1147,1407
1147,1408
1147,105
1147,1409
1147,1410
1147,1411
1147,1412
1147,1413
1147,1414
1147,1415
1147,1416
1147,1417
1147,1418
1147,1419
1147,1420
1147,1421
1147,1422
1147,1423
1147,1424
1147,1425
1147,116
1147,1426
1147,1427
1147,1428
1147,1429
1147,1430
1147,1431
1147,1432
1147,1433
1147,1434
1147,1435
1147,1436
1147,295
1147,881
1147,1437
1147,123
1147,1438
1147,1439
1147,1440
1147,1441
1147,1442
1147,1443
1147,1444
1147,1445
1147,1446
1147,1447
1147,1448
1147,1449
1147,1450
1147,1451
1147,1452
1147,1453
1147,1454
1147,1455
1147,1456
1147,1457
1147,1458
1147,1459
1147,1460
1147,1461
1147,1462
1147,1463
1147,240
1147,1464
1147,1465
1147,1466
1147,1467
1147,1468
1147,1469
1147,1470
1147,1471
1147,1472
1147,1473
1147,1474
1147,1475
1147,1476
1147,1477
1147,1478
1147,1479
1147,974
1147,1480
1147,1481
1147,356
1147,1482
1147,1483
1147,1484
1147,1485
1147,1486
1147,1487
1147,1488
1147,1489
1147,1490
1147,1491
1147,1492
1147,1493
1147,1494
1147,1495
1147,1496
1147,1497
1147,357
1147,1498
1147,1499
1147,1500
1147,1501
1147,1502
1147,1503
1147,1504
1147,1505
1147,1506
1147,1507
1147,1508
1147,1509
1147,1510
1147,1511
1147,1512
1147,1513
1147,1514
1147,1515
1147,893
1147,1516
1147,984
1147,1517
1147,1518
1147,1519
1147,1520
1147,1174
1147,1521
1147,985
1147,1522
1147,213
1147,1523
1147,836
1147,1524
1147,1525
1147,1526
1147,991
1147,1527
1147,1528
1147,1529
1147,1530
1147,1531
1147,1532
1147,1533
1147,1534
1147,1535
1147,1536
1147,1537
1147,1538
1147,999
1147,1539
1147,434
1147,1540
1147,1541
1147,1542
1147,1543
1147,1544
1147,1545
1147,1546
1147,1547
1147,435
1147,1548
1147,1549
1147,1550
1147,1551
1147,1552
1147,1553
1147,1554
1147,1555
1147,1556
1147,1557
1147,1558
1147,1559
1147,214
1147,1560
1147,1561
1147,1562
1147,1563
1147,1564
1147,1565
1147,1566
1147,1567
1147,1568
1147,1569
1147,1570
1147,1571
1147,1572
1147,1573
1147,1574
1147,1575
355,218
355,1576
355,253
355,1577
355,255
355,1255
355,1578
355,1579
355,1580
355,476
355,1581
355,1582
355,1583
355,1584
355,1585
355,1586
355,260
355,489
355,1587
355,234
355,1588
355,1589
355,1590
355,934
355,1591
355,1592
355,80
355,937
355,938
355,273
355,1593
355,1594
355,1595
355,1596
355,275
355,1597
355,1116
355,1598
355,1599
355,1067
355,97
355,1600
355,550
355,1601
355,1602
355,1603
355,1604
355,287
355,1605
355,788
355,1606
355,1607
355,1608
355,1609
355,1610
355,1611
355,1612
355,1613
355,1614
355,1615
355,1616
355,1617
355,1618
355,1619
355,1620
355,1621
355,308
355,1622
355,1623
355,1624
355,142
355,1625
355,833
355,1626
355,1627
355,1628
355,1629
355,1521
355,1630
355,1631
355,1535
355,433
355,528
355,1561
355,1632
2406,899
2406,1633
2406,1634
2406,1635
2406,1636
2406,1637
2406,1638
2406,171
2406,1639
2406,1640
2406,52
2406,1641
2406,1642
2406,1643
2406,1644
2406,1645
2406,1646
2406,394
2406,1647
2406,1648
2406,1649
2406,1650
2406,1651
2406,1652
2406,1653
2406,624
2406,1654
2406,1655
2406,1656
2406,1657
2406,1658
2406,1659
2406,1660
2406,1661
2406,1662
2406,555
2406,556
2406,1625
2406,1663
2406,644
2406,1664
2406,315
2406,1665
2406,1666
2406,1667
2426,1668
2426,1669
2426,23
2426,1670
2426,1671
2426,573
2426,173
2426,574
2426,1672
2426,1673
2426,178
2426,1674
2426,1675
2426,1676
2426,1677
2426,1678
2426,1679
2426,1680
2426,1681
2426,1682
2426,1683
2426,1684
2426,555
2426,1685
2426,991
2426,992
2426,1686
2426,1687
2426,1688
2426,1689
2426,1690
2426,1691
2426,1529
2426,1692
2426,1530
2426,1531
2426,434
2426,1693
1492,1694
1492,1695
1492,1696
1492,1697
1492,1698
1492,910
1492,1699
1492,255
1492,1700
1492,1701
1492,613
1492,1264
1492,614
1492,1702
1492,721
1492,1271
1492,1181
1492,1703
1492,1704
1492,1705
1492,1706
1492,1707
1492,1708
1492,1709
1492,1710
1492,1711
1492,1712
1492,1713
1492,450
1492,451
1492,1714
1492,1715
1492,1716
1492,1717
1492,1718
1492,1719
1492,1720
1492,1721
1492,790
1492,459
1492,1722
1492,1723
1492,1724
1492,1725
1492,1726
1492,1727
1492,1728
1492,1729
1492,647
1492,648
1492,1730
1492,316
1492,1731
1492,1732
1492,700
1492,1733
1492,1734
1492,1735
1803,1736
1803,1737
1803,1738
1803,1739
1803,1740
1803,1741
1803,1674
1803,1742
1803,1743
1803,1744
1803,1395
1803,1745
1803,1746
1803,1425
1803,1747
1803,116
1803,1748
1803,1749
1803,1750
1803,1751
1803,1752
1803,1753
1803,1754
1803,1755
1803,1756
1810,1757
1810,1758
1810,1759
1810,1760
1810,1761
1810,1762
1810,1763
1810,1764
1810,1263
1810,535
1810,1765
1810,1012
1810,1766
1810,730
1810,1767
1810,1768
1810,73
1810,75
1810,1769
1810,1770
1810,1771
1810,1772
1810,1773
1810,1774
1810,1775
1810,1776
1810,1777
1810,1778
1810,1779
1810,1780
1810,517
1810,555
1810,1781
1810,1782
1810,1783
1810,1627
1810,1784
1810,1785
1810,434
124,567
124,1786
124,1787
124,1788
124,1789
124,913
124,227
124,1790
124,1791
124,1792
124,1793
124,1794
124,726
124,1795
124,1796
124,1797
124,1798
124,1799
124,1374
124,1800
124,692
124,1801
124,1802
124,1803
124,1804
124,1805
124,1806
124,1807
124,1808
124,1809
124,424
124,1810
124,1811
124,1812
124,1813
124,1814
124,1815
402,1816
402,1817
402,1818
402,1819
402,1820
402,1821
402,1822
402,1823
402,1824
402,1825
402,260
402,1826
402,1302
402,1827
402,1828
402,1829
402,1830
402,1831
402,622
402,1832
402,1833
402,1834
402,1835
402,1836
402,1837
402,1838
402,1839
402,498
402,1840
402,1841
402,502
402,1842
402,1843
402,1844
402,1845
402,1846
402,1612
402,1847
402,561
402,1848
402,1849
402,1850
402,1851
2432,1852
2432,1202
2432,1853
2432,250
2432,1854
2432,1855
2432,1856
2432,1857
2432,1858
2432,226
2432,28
2432,1859
2432,1860
2432,384
2432,1861
2432,1862
2432,1863
2432,1864
2432,1865
2432,1866
2432,1867
2432,1868
2432,1869
2432,1870
2432,1871
2432,1872
2432,1873
2432,589
2432,1874
2432,975
2432,145
2432,1875
2432,1876
2432,1877
2432,1878
2432,1174
2432,1879
1030,1880
1030,1881
1030,1882
1030,470
1030,1883
1030,1884
1030,919
1030,1885
1030,1886
1030,267
1030,1887
1030,1888
1030,1889
1030,1890
1030,1891
1030,621
1030,1892
1030,1893
1030,1894
1030,1895
1030,1771
1030,772
1030,1804
1030,410
1030,1896
1030,1897
1030,1898
1030,1492
1030,1899
1030,1900
1030,1901
1030,1902
1030,1903
218,1904
218,1905
218,1906
218,1907
218,400
218,620
218,938
218,622
218,275
218,1908
218,1909
218,1910
218,1911
218,1912
218,1913
218,1914
218,1915
218,1916
218,1917
218,148
218,1918
2192,250
2192,218
2192,1919
2192,320
2192,1920
2192,1239
2192,1921
2192,1922
2192,1923
2192,1924
2192,1925
2192,1926
2192,1927
2192,1928
2192,534
2192,1929
2192,1930
2192,1931
2192,1932
2192,1933
2192,1934
2192,1935
2192,1936
2192,1937
2192,1715
2192,1938
2192,342
2192,1939
2192,1940
2192,1941
2192,1942
2192,1943
2192,1944
2192,1945
2192,1946
2192,1947
2192,1948
2192,1949
2192,1950
2192,1951
2192,836
2192,1952
2192,1953
2192,1954
728,249
728,1955
728,1956
728,1957
728,1958
728,1959
728,388
728,1960
728,1961
728,1962
728,1963
728,737
728,1964
728,1965
728,395
728,1966
728,80
728,938
728,1835
728,1967
728,1968
728,1908
728,1969
728,1970
728,767
728,1971
728,1972
728,1019
728,288
728,1973
728,1974
728,1975
728,1622
728,1976
728,1977
728,1978
728,316
728,1979
63,1980
63,1981
63,165
63,1982
63,1983
63,1984
63,1985
63,1986
63,734
63,1987
63,1988
63,1989
63,1990
63,1991
63,1992
63,1993
63,1994
63,1995
63,1996
63,1997
967,218
967,1998
967,24
967,1999
967,1249
967,2000
967,255
967,916
967,1671
967,1703
967,1704
967,2001
967,2002
967,1705
967,336
967,2003
967,2004
967,2005
967,1118
967,2006
967,2007
967,1066
967,948
967,2008
967,2009
967,408
967,2010
967,2011
967,2012
967,556
967,1128
967,1129
967,2013
967,147
967,2014
967,2015
967,1090
967,1730
967,316
967,2016
967,2017
344,2018
344,2019
344,2020
344,381
344,2021
344,2022
344,2023
344,101
344,2024
344,2025
344,2026
344,2027
344,2028
344,2029
344,2030
344,2031
344,2032
344,2033
344,434
344,2034
1177,2035
1177,2036
1177,2037
1177,18
1177,1239
1177,2038
1177,2039
1177,469
1177,2040
1177,2041
1177,2042
1177,2043
1177,2044
1177,2045
1177,2046
1177,1271
1177,2047
1177,1703
1177,728
1177,2048
1177,52
1177,57
1177,2049
1177,2050
1177,2051
1177,1327
1177,2052
1177,1328
1177,2053
1177,2054
1177,2055
1177,2056
1177,2057
1177,2058
1177,2059
1177,1966
1177,1150
1177,2060
1177,2061
1177,2062
1177,2063
1177,2064
1177,1680
1177,2065
1177,2066
1177,2067
1177,348
1177,2068
1177,2069
1177,2070
1177,2071
1177,2072
1177,2073
1177,2074
1177,2075
1177,1942
1177,2076
1177,2077
1177,2078
1177,2079
1177,2080
1177,2081
1177,2082
1177,889
1177,2083
1177,2084
1177,2085
1177,2086
1177,2087
1177,2088
1177,2089
1177,2090
1177,2091
1177,2092
1177,2093
1177,2094
1177,2095
1177,2096
1177,2097
1177,2098
1177,2099
1177,2100
1177,2101
1177,2102
1177,1551
1177,2103
676,2104
676,227
676,2105
676,1884
676,1263
676,2106
676,613
676,1146
676,614
676,383
676,722
676,2107
676,2108
676,920
676,2109
676,2110
676,541
676,175
676,2111
676,2112
676,1674
676,1987
676,2113
676,2114
676,2115
676,2116
676,582
676,2117
676,2118
676,2119
676,1118
676,760
676,2120
676,2121
676,2122
676,2123
676,2124
676,2125
676,2126
676,2127
676,2128
676,2129
676,2130
676,2131
676,636
676,2132
676,131
676,588
676,2133
676,2134
676,2135
676,2136
676,2137
676,2138
676,2139
676,1093
676,2140
1422,2141
1422,2142
1422,2143
1422,2144
1422,2145
1422,2146
1422,4
1422,2035
1422,1220
1422,1137
1422,2147
1422,2148
1422,322
1422,2149
1422,2150
1422,24
1422,1138
1422,2151
1422,2152
1422,227
1422,2039
1422,469
1422,470
1422,1260
1422,32
1422,166
1422,2153
1422,2154
1422,2155
1422,917
1422,2156
1422,2157
1422,35
1422,2158
1422,2159
1422,2160
1422,2161
1422,2162
1422,1297
1422,2163
1422,1310
1422,1326
1422,2164
1422,2165
1422,2166
1422,266
1422,2167
1422,2168
1422,2169
1422,2170
1422,1798
1422,2171
1422,2172
1422,2173
1422,2174
1422,2175
1422,1590
1422,2176
1422,95
1422,757
1422,2177
1422,282
1422,2178
1422,2179
1422,1067
1422,2180
1422,2181
1422,2182
1422,2183
1422,2184
1422,2185
1422,2186
1422,2187
1422,2188
1422,2189
1422,2190
1422,1464
1422,2191
1422,2192
1422,2193
1422,357
1422,2194
1422,2195
1422,1626
1422,2196
1422,982
1422,2197
1422,2198
1422,1506
1422,1509
1422,2199
1422,2200
1422,2201
1422,983
1422,1518
1422,151
1422,152
1422,2202
1422,2203
1422,2204
1645,2205
